Victims,Crime,City,Zip Code,Place,Latitude,Longitude,Police District Number,Location
1,Destruction/Damage/Vandalism of Property,KENSINGTON,20895,School - Elementary/Secondary,39.01501999,-77.07505586,2D,"(39.015, -77.0751)"
1,All Other Offenses,SILVER SPRING,20903,Residence - Apartment/Condo,39.01008,-76.9831,3D,"(39.0101, -76.9831)"
1,Burglary/Breaking and Entering,SILVER SPRING,20906,Commercial - Office Building,39.06388,-77.0521,4D,"(39.0639, -77.0521)"
1,Weapon Law Violations,GAITHERSBURG,20879,Street - In vehicle,39.16918809,-77.15432745,6D,"(39.1692, -77.1543)"
1,Shoplifting,GAITHERSBURG,20877,Retail - Department/Discount Store,39.11349,-77.1873,6D,"(39.1135, -77.1873)"
1,Identity Theft,GAITHERSBURG,20879,Other/Unknown,39.1915,-77.1576,6D,"(39.1915, -77.1576)"
1,Destruction/Damage/Vandalism of Property,SILVER SPRING,20910,Hotel/Motel/Etc.,38.99794,-77.0272,3D,"(38.9979, -77.0272)"
1,Theft From Motor Vehicle,SILVER SPRING,20910,Street - Residential,38.993,-77.0186,3D,"(38.993, -77.0186)"
1,Simple Assault,GERMANTOWN,20874,Parking Lot - Residential,39.17855374,-77.27876148,5D,"(39.1786, -77.2788)"
1,Destruction/Damage/Vandalism of Property,GERMANTOWN,20876,Parking Lot - Residential,39.20269,-77.2549,5D,"(39.2027, -77.2549)"
1,Theft From Motor Vehicle,GAITHERSBURG,20882,Street - Other,39.21660929,-77.17319363,5D,"(39.2166, -77.1732)"
1,All Other Offenses,SILVER SPRING,20906,Residence -Townhouse/Duplex,39.1008,-77.0557,4D,"(39.1008, -77.0557)"
1,All Other Offenses,ROCKVILLE,20851,Residence - Single Family,39.07035,-77.1196,1D,"(39.0703, -77.1196)"
1,False Pretenses/Swindle/Confidence Game,SILVER SPRING,20905,Cyberspace,39.09517,-77.0206,4D,"(39.0952, -77.0206)"
1,All other Larceny,ROCKVILLE,20852,Street - Residential,39.06222781,-77.12195951,1D,"(39.0622, -77.122)"
1,All Other Offenses,SILVER SPRING,20905,Residence -Townhouse/Duplex,39.09302,-76.9862,4D,"(39.093, -76.9862)"
1,Shoplifting,ROCKVILLE,20852,Grocery/Supermarket,39.06023,-77.1213,1D,"(39.0602, -77.1213)"
1,Destruction/Damage/Vandalism of Property,TAKOMA PARK,20912,Street - Residential,38.98014,-77.0108,TPPD,"(38.9801, -77.0108)"
1,Driving Under the Influence,SILVER SPRING,20902,Street - In vehicle,39.0417397,-77.05312745,4D,"(39.0417, -77.0531)"
1,Driving Under the Influence,MT AIRY,21771,Street - In vehicle,0,0,OTHER,"(0.0, 0.0)"
1,All Other Offenses,MONTGOMERY VILLAGE,20886,Residence -Townhouse/Duplex,39.17175226,-77.19815097,6D,"(39.1718, -77.1982)"
1,All Other Offenses,TAKOMA PARK,20912,Residence - Driveway,38.9969,-77.0018,3D,"(38.9969, -77.0018)"
1,Fondling,ROCKVILLE,20852,Commercial - Office Building,39.04798,-77.124,2D,"(39.048, -77.124)"
1,Theft of Motor Vehicle Parts or Accessories,GERMANTOWN,20874,Parking Lot - Residential,39.16555,-77.2627,5D,"(39.1656, -77.2627)"
1,Theft of Motor Vehicle Parts or Accessories,OLNEY,20832,Residence - Driveway,39.14566,-77.0641,4D,"(39.1457, -77.0641)"
1,Destruction/Damage/Vandalism of Property,ROCKVILLE,20850,Parking Garage - Residential,39.11283727,-77.18469849,1D,"(39.1128, -77.1847)"
1,Credit Card/Automatic Teller Machine Fraud,DERWOOD,20855,Cyberspace,39.12639,-77.1582,1D,"(39.1264, -77.1582)"
1,Identity Theft,DERWOOD,20855,Cyberspace,39.12639,-77.1582,1D,"(39.1264, -77.1582)"
1,Motor Vehicle Theft,BETHESDA,20814,Residence - Driveway,38.98342,-77.1118,2D,"(38.9834, -77.1118)"
1,Theft From Motor Vehicle,,20910,Street - Residential,38.98693198,-77.02963896,3D,"(38.9869, -77.0296)"
1,Shoplifting,ROCKVILLE,20852,Retail - Other,39.04591346,-77.09556835,2D,"(39.0459, -77.0956)"
1,Simple Assault,GAITHERSBURG,20877,Residence - Apartment/Condo,39.14647769,-77.1849146,6D,"(39.1465, -77.1849)"
1,Shoplifting,GAITHERSBURG,20878,Retail - Department/Discount Store,39.12411177,-77.23506048,6D,"(39.1241, -77.2351)"
1,All Other Offenses,MONTGOMERY VILLAGE,20886,Other/Unknown,39.16967,-77.2101,6D,"(39.1697, -77.2101)"
1,All Other Offenses,POTOMAC,20854,Jail/Prison,39.06690865,-77.16165339,1D,"(39.0669, -77.1617)"
1,All Other Offenses,POTOMAC,20854,Jail/Prison,39.06690865,-77.16165339,1D,"(39.0669, -77.1617)"
1,Simple Assault,GERMANTOWN,20874,Residence - Apartment/Condo,39.17902564,-77.26168052,5D,"(39.179, -77.2617)"
1,All Other Offenses,GAITHERSBURG,20872,Residence -Townhouse/Duplex,39.24892442,-77.1930515,5D,"(39.2489, -77.1931)"
2,Simple Assault,SILVER SPRING,20904,Residence - Apartment/Condo,39.07967,-76.932,3D,"(39.0797, -76.932)"
1,All Other Offenses,GAITHERSBURG,20877,School - Elementary/Secondary,39.14106,-77.1837,6D,"(39.1411, -77.1837)"
1,False Pretenses/Swindle/Confidence Game,GAITHERSBURG,20877,Other/Unknown,39.12664866,-77.1814425,6D,"(39.1266, -77.1814)"
1,False Pretenses/Swindle/Confidence Game,SILVER SPRING,20905,Other/Unknown,39.10904,-76.9678,4D,"(39.109, -76.9678)"
1,Theft From Motor Vehicle,ROCKVILLE,20851,Street - Residential,39.0755,-77.1244,1D,"(39.0755, -77.1244)"
1,All Other Offenses,ROCKVILLE,20851,Street - Residential,39.0755,-77.1244,1D,"(39.0755, -77.1244)"
1,Destruction/Damage/Vandalism of Property,MONTGOMERY VILLAGE,20886,Parking Lot - Residential,39.16202341,-77.2047878,6D,"(39.162, -77.2048)"
1,All Other Offenses,CLARKSBURG,20871,Residence -Townhouse/Duplex,39.22626,-77.2524,5D,"(39.2263, -77.2524)"
1,False Pretenses/Swindle/Confidence Game,KENSINGTON,20895,Other/Unknown,39.03669,-77.0734,2D,"(39.0367, -77.0734)"
1,Identity Theft,POTOMAC,20854,Other/Unknown,39.07068,-77.1725,1D,"(39.0707, -77.1725)"
1,Simple Assault,ROCKVILLE,20852,Residence - Nursing Home,39.05273,-77.1228,1D,"(39.0527, -77.1228)"
1,Destruction/Damage/Vandalism of Property,GERMANTOWN,20874,Parking Lot - Residential,0,0,5D,"(0.0, 0.0)"
1,Shoplifting,GERMANTOWN,20876,Retail - Other,39.1982954,-77.2448997,5D,"(39.1983, -77.2449)"
1,Credit Card/Automatic Teller Machine Fraud,SILVER SPRING,20906,Other/Unknown,39.0905,-77.0464,4D,"(39.0905, -77.0464)"
1,All other Larceny,SILVER SPRING,20904,Convenience Store,39.07491956,-76.9584096,3D,"(39.0749, -76.9584)"
1,Theft From Motor Vehicle,SILVER SPRING,20910,Parking Lot - Other,38.99019,-77.0299,3D,"(38.9902, -77.0299)"
1,Driving Under the Influence,ROCKVILLE,20854,Street - In vehicle,39.03996165,-77.14687813,1D,"(39.04, -77.1469)"
1,Shoplifting,GERMANTOWN,20876,Retail - Department/Discount Store,39.1982954,-77.2448997,5D,"(39.1983, -77.2449)"
1,All Other Offenses,SILVER SPRING,20901,Street - Other,39.04341081,-76.99190369,3D,"(39.0434, -76.9919)"
1,Driving Under the Influence,GAITHERSBURG,20878,Street - Residential,39.14451274,-77.22548078,6D,"(39.1445, -77.2255)"
1,Identity Theft,GAITHERSBURG,20877,Other/Unknown,0,0,6D,"(0.0, 0.0)"
1,Theft of Motor Vehicle Parts or Accessories,GAITHERSBURG,20878,Parking Lot - Residential,39.12223,-77.2123,6D,"(39.1222, -77.2123)"
1,Arson,CLARKSBURG,20871,Residence - Garage,39.23096,-77.2459,5D,"(39.231, -77.2459)"
1,Theft From Motor Vehicle,GERMANTOWN,20874,Street - Residential,39.16568893,-77.24495738,5D,"(39.1657, -77.245)"
1,Destruction/Damage/Vandalism of Property,GERMANTOWN,20874,Street - Residential,39.16568893,-77.24495738,5D,"(39.1657, -77.245)"
1,All other Larceny,GERMANTOWN,20874,Street - Commercial,39.17497092,-77.26113844,5D,"(39.175, -77.2611)"
1,All other Larceny,OLNEY,20832,Residence - Single Family,39.14969958,-77.07100152,4D,"(39.1497, -77.071)"
1,Theft From Motor Vehicle,BETHESDA,20817,Parking Lot - School,39.0256,-77.1311,2D,"(39.0256, -77.1311)"
1,Shoplifting,GERMANTOWN,20876,Retail - Department/Discount Store,39.1982954,-77.2448997,5D,"(39.1983, -77.2449)"
1,All Other Offenses,SILVER SPRING,20901,Street - In vehicle,39.01222,-77.0005,3D,"(39.0122, -77.0005)"
1,Theft of Motor Vehicle Parts or Accessories,MONTGOMERY VILLAGE,20886,Parking Lot - Commercial,39.18616,-77.195,6D,"(39.1862, -77.195)"
1,All Other Offenses,GERMANTOWN,20876,Retail - Department/Discount Store,39.1982954,-77.2448997,5D,"(39.1983, -77.2449)"
1,Drug/Narcotic Violations,SILVER SPRING,20904,Residence - Apartment/Condo,39.04400264,-76.98026478,3D,"(39.044, -76.9803)"
1,Weapon Law Violations,SILVER SPRING,20906,Street - Residential,39.06902167,-77.07536376,4D,"(39.069, -77.0754)"
1,Burglary/Breaking and Entering,ROCKVILLE,20851,Bar/Night Club,39.08456916,-77.13628049,1D,"(39.0846, -77.1363)"
1,Shoplifting,GERMANTOWN,20876,Grocery/Supermarket,39.19949,-77.2565,5D,"(39.1995, -77.2565)"
1,Robbery,ROCKVILLE,20852,Convenience Store,39.06195,-77.1228,1D,"(39.062, -77.1228)"
1,All Other Offenses,GERMANTOWN,20874,Residence -Townhouse/Duplex,39.16922,-77.2677,5D,"(39.1692, -77.2677)"
1,Shoplifting,GERMANTOWN,20876,Retail - Hardware,39.2033137,-77.24577767,5D,"(39.2033, -77.2458)"
1,Driving Under the Influence,SILVER SPRING,20906,Street - In vehicle,39.06650474,-77.03037166,4D,"(39.0665, -77.0304)"
1,Simple Assault,GERMANTOWN,20876,Residence - Apartment/Condo,39.18342139,-77.23889041,5D,"(39.1834, -77.2389)"
1,Burglary/Breaking and Entering,SILVER SPRING,20902,Residence - Apartment/Condo,39.03866777,-77.05088163,4D,"(39.0387, -77.0509)"
1,Destruction/Damage/Vandalism of Property,GAITHERSBURG,20878,Government Building,39.11304,-77.2363,6D,"(39.113, -77.2363)"
1,All Other Offenses,ROCKVILLE,20850,Residence - Apartment/Condo,39.07536895,-77.15304609,1D,"(39.0754, -77.153)"
1,Destruction/Damage/Vandalism of Property,ROCKVILLE,20852,Convenience Store,39.06195,-77.1228,1D,"(39.062, -77.1228)"
1,All other Larceny,SILVER SPRING,20906,Laundromat,39.06161833,-77.05088533,4D,"(39.0616, -77.0509)"
1,Theft of Motor Vehicle Parts or Accessories,ROCKVILLE,20852,Parking Lot - Commercial,39.05610466,-77.10913997,1D,"(39.0561, -77.1091)"
1,Drug/Narcotic Violations,BETHESDA,20814,Hospital/Emergency Care Center,38.99657117,-77.10903237,2D,"(38.9966, -77.109)"
1,Disorderly Conduct,GAITHERSBURG,20878,Parking Lot - Commercial,39.14541583,-77.21998291,6D,"(39.1454, -77.22)"
1,All Other Offenses,SILVER SPRING,20910,Residence - Apartment/Condo,38.99341,-77.0119,3D,"(38.9934, -77.0119)"
1,All Other Offenses,ROCKVILLE,20853,Residence - Single Family,39.06382204,-77.09076961,4D,"(39.0638, -77.0908)"
1,All Other Offenses,SILVER SPRING,20906,Other/Unknown,39.09245,-77.0481,4D,"(39.0924, -77.0481)"
1,Destruction/Damage/Vandalism of Property,SILVER SPRING,20904,Parking Lot - Residential,39.08013,-76.9359,3D,"(39.0801, -76.9359)"
1,All Other Offenses,SILVER SPRING,20906,Residence - Nursing Home,39.09038577,-77.05370441,4D,"(39.0904, -77.0537)"
1,Credit Card/Automatic Teller Machine Fraud,GAITHERSBURG,20878,Retail - Hardware,39.12402,-77.235,6D,"(39.124, -77.235)"
1,All Other Offenses,SILVER SPRING,20901,Residence - Apartment/Condo,39.03898,-76.9956,3D,"(39.039, -76.9956)"
1,Motor Vehicle Theft,CHEVY CHASE,20815,Parking Garage - Residential,38.96305,-77.0913,2D,"(38.9631, -77.0913)"
1,Driving Under the Influence,SILVER SPRING,20903,Street - Residential,39.01533542,-76.97786938,3D,"(39.0153, -76.9779)"
1,Justifiable Homicide,GERMANTOWN,20876,Residence -Townhouse/Duplex,39.20416,-77.2641,5D,"(39.2042, -77.2641)"
1,Theft From Motor Vehicle,SILVER SPRING,20910,Street - Commercial,38.99442259,-77.02414273,3D,"(38.9944, -77.0241)"
1,Burglary/Breaking and Entering,ROCKVILLE,20851,Convenience Store,39.08456916,-77.13628049,1D,"(39.0846, -77.1363)"
1,Theft From Motor Vehicle,ROCKVILLE,20851,Street - In vehicle,39.07475,-77.1317,1D,"(39.0748, -77.1317)"
1,Shoplifting,GAITHERSBURG,20877,Retail - Department/Discount Store,39.15063864,-77.20396381,6D,"(39.1506, -77.204)"
1,Counterfeiting/Forgery,GAITHERSBURG,20878,Bank - ATM,39.15937,-77.2191,6D,"(39.1594, -77.2191)"
1,Theft From Motor Vehicle,SILVER SPRING,20901,Street - Residential,39.02902095,-77.01517275,4D,"(39.029, -77.0152)"
1,Forcible Fondling,SILVER SPRING,20902,Residence - Single Family,39.03022,-77.0483,4D,"(39.0302, -77.0483)"
1,Drug/Narcotic Violations,SILVER SPRING,20904,Residence - Apartment/Condo,39.04400264,-76.98026478,3D,"(39.044, -76.9803)"
1,All other Larceny,SILVER SPRING,20910,Street - In vehicle,38.99163636,-77.02661165,3D,"(38.9916, -77.0266)"
1,Motor Vehicle Theft,SILVER SPRING,20910,Street - Commercial,38.99163636,-77.02661165,3D,"(38.9916, -77.0266)"
1,Theft from Building,SILVER SPRING,20903,Residence - Nursing Home,39.00792,-76.9844,3D,"(39.0079, -76.9844)"
1,Weapon Law Violations,SILVER SPRING,20904,Residence - Apartment/Condo,39.04400264,-76.98026478,3D,"(39.044, -76.9803)"
1,Shoplifting,GAITHERSBURG,20878,Retail - Sporting Goods,39.11838,-77.2003,6D,"(39.1184, -77.2003)"
1,Shoplifting,GERMANTOWN,20874,Retail - Department/Discount Store,39.17877,-77.2684,5D,"(39.1788, -77.2684)"
1,Identity Theft,GAITHERSBURG,20879,Other/Unknown,39.16273508,-77.17078843,6D,"(39.1627, -77.1708)"
1,All other Larceny,POTOMAC,20854,Retail - Other,39.00958,-77.1988,2D,"(39.0096, -77.1988)"
1,Destruction/Damage/Vandalism of Property,GERMANTOWN,20876,School - Elementary/Secondary,39.17280771,-77.24277396,5D,"(39.1728, -77.2428)"
1,Weapon Law Violations,SILVER SPRING,20906,Residence - Apartment/Condo,39.08009331,-77.06208584,4D,"(39.0801, -77.0621)"
1,Motor Vehicle Theft,MONTGOMERY VILLAGE,20886,Street - Residential,39.19008908,-77.19581502,6D,"(39.1901, -77.1958)"
1,Weapon Law Violations,MONTGOMERY VILLAGE,20886,Street - In vehicle,39.19008908,-77.19581502,6D,"(39.1901, -77.1958)"
1,Shoplifting,GAITHERSBURG,20878,Retail - Department/Discount Store,39.12411177,-77.23506048,6D,"(39.1241, -77.2351)"
1,All Other Offenses,CLARKSBURG,20871,Liquor Store - Beer & Wine,39.2378,-77.2779,5D,"(39.2378, -77.2779)"
1,Forcible Rape,SILVER SPRING,20901,Residence - Single Family,39.03347,-77.0267,4D,"(39.0335, -77.0267)"
1,Destruction/Damage/Vandalism of Property,ROCKVILLE,20850,Street - Residential,39.07901,-77.1817,1D,"(39.079, -77.1817)"
1,Theft from Building,GERMANTOWN,20874,Hotel/Motel/Etc.,39.18476979,-77.25966231,5D,"(39.1848, -77.2597)"
1,All Other Offenses,ROCKVILLE,20852,Commercial - Office Building,39.04748,-77.1028,2D,"(39.0475, -77.1028)"
1,Shoplifting,SILVER SPRING,20902,Grocery/Supermarket,39.03734,-77.0516,4D,"(39.0373, -77.0516)"
1,Shoplifting,SILVER SPRING,20906,Convenience Store,39.0877,-77.0796,4D,"(39.0877, -77.0796)"
1,False Pretenses/Swindle/Confidence Game,BETHESDA,20814,Other/Unknown,39.01419,-77.1182,2D,"(39.0142, -77.1182)"
1,Theft From Motor Vehicle,ROCKVILLE,20852,Parking Garage - Residential,39.06263,-77.1224,1D,"(39.0626, -77.1224)"
1,Shoplifting,GERMANTOWN,20876,Retail - Other,39.1982954,-77.2448997,5D,"(39.1983, -77.2449)"
1,Motor Vehicle Theft,SILVER SPRING,20910,Street - Residential,38.99607,-77.0282,3D,"(38.9961, -77.0282)"
1,Drug/Narcotic Violations,ROCKVILLE,20850,Retail - Other,39.09774338,-77.13656824,1D,"(39.0977, -77.1366)"
1,Drug Equipment Violations,ROCKVILLE,20850,Retail - Other,39.09774338,-77.13656824,1D,"(39.0977, -77.1366)"
1,Destruction/Damage/Vandalism of Property,CLARKSBURG,20871,Parking Lot - Commercial,39.22919,-77.2898,5D,"(39.2292, -77.2898)"
1,Shoplifting,GERMANTOWN,20876,Retail - Hardware,39.2033137,-77.24577767,5D,"(39.2033, -77.2458)"
1,Motor Vehicle Theft,ROCKVILLE,20853,Residence - Driveway,39.07948582,-77.09491332,4D,"(39.0795, -77.0949)"
1,All other Larceny,SILVER SPRING,20904,Residence - Apartment/Condo,39.08297,-76.9384,3D,"(39.083, -76.9384)"
1,Credit Card/Automatic Teller Machine Fraud,GAITHERSBURG,20878,Cyberspace,39.1007812,-77.25972923,1D,"(39.1008, -77.2597)"
1,All Other Offenses,SILVER SPRING,20904,Residence - Apartment/Condo,39.07882,-76.9369,3D,"(39.0788, -76.9369)"
1,All Other Offenses,ROCKVILLE,20850,Shelter-Mission/Homeless,39.09436,-77.1306,1D,"(39.0944, -77.1306)"
1,Forcible Sodomy,SILVER SPRING,20906,Residence - Single Family,39.0696,-77.0313,4D,"(39.0696, -77.0313)"
1,All other Larceny,SILVER SPRING,20904,Hotel/Motel/Etc.,39.06081,-76.9634,3D,"(39.0608, -76.9634)"
1,Theft From Motor Vehicle,SILVER SPRING,20910,Street - Residential,38.99607,-77.0282,3D,"(38.9961, -77.0282)"
1,False Pretenses/Swindle/Confidence Game,SILVER SPRING,20904,Other/Unknown,39.06512,-77.0105,3D,"(39.0651, -77.0105)"
1,All other Larceny,GAITHERSBURG,20879,Parking Lot - Commercial,39.18581,-77.189,6D,"(39.1858, -77.189)"
1,Destruction/Damage/Vandalism of Property,GERMANTOWN,20874,Parking Lot - Other,39.18396164,-77.26170861,5D,"(39.184, -77.2617)"
1,Shoplifting,SILVER SPRING,20906,Retail - Department/Discount Store,39.05819472,-77.05006802,4D,"(39.0582, -77.0501)"
2,Simple Assault,GAITHERSBURG,20877,Residence - Apartment/Condo,39.13036053,-77.2040722,6D,"(39.1304, -77.2041)"
1,All Other Offenses,SILVER SPRING,20904,Street - Residential,39.05986,-76.9852,3D,"(39.0599, -76.9852)"
1,Destruction/Damage/Vandalism of Property,CLARKSBURG,20871,Street - Other,39.23042167,-77.24479827,5D,"(39.2304, -77.2448)"
1,Counterfeiting/Forgery,SILVER SPRING,20906,Other/Unknown,39.08831688,-77.06521444,4D,"(39.0883, -77.0652)"
1,Motor Vehicle Theft,GAITHERSBURG,20879,Street - Residential,39.15739,-77.1684,6D,"(39.1574, -77.1684)"
2,Simple Assault,GERMANTOWN,20874,Street - In vehicle,39.18396164,-77.26170861,5D,"(39.184, -77.2617)"
1,Destruction/Damage/Vandalism of Property,GERMANTOWN,20874,Street - Residential,39.1747849,-77.26647913,5D,"(39.1748, -77.2665)"
1,Credit Card/Automatic Teller Machine Fraud,SILVER SPRING,20910,Other/Unknown,38.99607,-77.0282,3D,"(38.9961, -77.0282)"
1,Shoplifting,TAKOMA PARK,20912,Convenience Store,38.99272,-76.9925,TPPD,"(38.9927, -76.9925)"
1,Motor Vehicle Theft,GAITHERSBURG,20879,Parking Lot - Commercial,39.18581,-77.189,6D,"(39.1858, -77.189)"
1,Aggravated Assault,GAITHERSBURG,20878,Residence -Townhouse/Duplex,39.14925574,-77.23757357,6D,"(39.1493, -77.2376)"
1,Motor Vehicle Theft,SILVER SPRING,20910,Street - Commercial,38.99406356,-77.02206189,3D,"(38.9941, -77.0221)"
1,Driving Under the Influence,DERWOOD,20855,Street - In vehicle,0,0,6D,"(0.0, 0.0)"
1,Trespass of Real Property,SILVER SPRING,20902,Convenience Store,39.04009618,-77.05269362,4D,"(39.0401, -77.0527)"
1,Burglary/Breaking and Entering,DERWOOD,20855,Residence - Single Family,39.13992137,-77.15039484,6D,"(39.1399, -77.1504)"
1,Driving Under the Influence,SILVER SPRING,20901,Street - In vehicle,39.03372,-77.0244,4D,"(39.0337, -77.0244)"
1,Shoplifting,SILVER SPRING,20902,Retail - Department/Discount Store,39.03734,-77.0516,4D,"(39.0373, -77.0516)"
1,Theft From Motor Vehicle,SILVER SPRING,20910,Street - Commercial,38.99540558,-77.02442454,3D,"(38.9954, -77.0244)"
1,All Other Offenses,OLNEY,20832,Residence -Townhouse/Duplex,39.15117,-77.0814,4D,"(39.1512, -77.0814)"
1,Driving Under the Influence,GAITHERSBURG,20878,Street - In vehicle,39.11682925,-77.194351,6D,"(39.1168, -77.1944)"
1,All Other Offenses,ROCKVILLE,20851,Residence - Apartment/Condo,39.06697,-77.1144,1D,"(39.067, -77.1144)"
1,All other Larceny,SILVER SPRING,20904,Residence - Single Family,39.07727,-76.9389,3D,"(39.0773, -76.9389)"
1,All Other Offenses,OLNEY,20832,Parking Lot - Commercial,39.14881,-77.0602,4D,"(39.1488, -77.0602)"
1,All Other Offenses,DICKERSON,20842,Residence - Single Family,39.16033,-77.4512,1D,"(39.1603, -77.4512)"
1,All Other Offenses,BETHESDA,20817,Residence - Single Family,39.0049,-77.132,2D,"(39.0049, -77.132)"
1,All Other Offenses,GAITHERSBURG,20879,Residence - Apartment/Condo,39.15889716,-77.21187914,6D,"(39.1589, -77.2119)"
1,Burglary/Breaking and Entering,SILVER SPRING,20904,Restaurant,39.05657,-76.968,3D,"(39.0566, -76.968)"
1,Burglary/Breaking and Entering,GERMANTOWN,20874,Hotel/Motel/Etc.,39.18486,-77.2596,5D,"(39.1849, -77.2596)"
1,Trespass of Real Property,ROCKVILLE,20850,Retail - Other,39.09056,-77.1531,1D,"(39.0906, -77.1531)"
1,Theft From Motor Vehicle,POTOMAC,20854,Street - Residential,39.06096,-77.1866,1D,"(39.061, -77.1866)"
2,Simple Assault,SILVER SPRING,20906,Residence - Single Family,39.0571273,-77.08788836,4D,"(39.0571, -77.0879)"
1,Destruction/Damage/Vandalism of Property,GAITHERSBURG,20878,Residence - Apartment/Condo,39.14447,-77.2254,6D,"(39.1445, -77.2254)"
1,All Other Offenses,SILVER SPRING,20906,Parking Lot - Commercial,39.05819472,-77.05006802,4D,"(39.0582, -77.0501)"
1,All Other Offenses,SILVER SPRING,20902,Residence - Single Family,39.04863,-77.0715,4D,"(39.0486, -77.0715)"
1,Shoplifting,SILVER SPRING,20902,Retail - Mall,39.0373839,-77.05168233,4D,"(39.0374, -77.0517)"
3,Aggravated Assault,GAITHERSBURG,20877,Retail - Clothing,39.15063864,-77.20396381,6D,"(39.1506, -77.204)"
1,Shoplifting,GAITHERSBURG,20877,Retail - Clothing,39.15063864,-77.20396381,6D,"(39.1506, -77.204)"
1,Drug/Narcotic Violations,GAITHERSBURG,20878,Street - In vehicle,39.14600937,-77.22825636,6D,"(39.146, -77.2283)"
1,Simple Assault,SILVER SPRING,20904,Residence - Apartment/Condo,39.04102,-76.9821,3D,"(39.041, -76.9821)"
1,All Other Offenses,GAITHERSBURG,20879,Residence - Single Family,39.17973,-77.141,6D,"(39.1797, -77.141)"
1,Aggravated Assault,GERMANTOWN,20874,Residence -Townhouse/Duplex,39.15528228,-77.26809032,5D,"(39.1553, -77.2681)"
1,Theft From Motor Vehicle,GERMANTOWN,20874,Street - Residential,39.16595958,-77.27790559,5D,"(39.166, -77.2779)"
1,All Other Offenses,GAITHERSBURG,20878,Other/Unknown,39.14766829,-77.23292493,6D,"(39.1477, -77.2329)"
1,False Pretenses/Swindle/Confidence Game,ROCKVILLE,20852,Other/Unknown,39.03537,-77.1174,2D,"(39.0354, -77.1174)"
1,Driving Under the Influence,GAITHERSBURG,20877,Street - Commercial,0,0,6D,"(0.0, 0.0)"
1,All Other Offenses,ROCKVILLE,20853,School - Elementary/Secondary,39.07101,-77.099,4D,"(39.071, -77.099)"
1,Theft from Building,GERMANTOWN,20874,Residence - Apartment/Condo,39.19652208,-77.27576032,5D,"(39.1965, -77.2758)"
1,Simple Assault,ROCKVILLE,20850,Hotel/Motel/Etc.,39.1066287,-77.18697209,1D,"(39.1066, -77.187)"
1,Motor Vehicle Theft,SILVER SPRING,20910,Street - Residential,39.01147217,-77.04223114,3D,"(39.0115, -77.0422)"
1,All Other Offenses,CLARKSBURG,20871,Residence - Single Family,39.22345,-77.2873,5D,"(39.2235, -77.2873)"
1,Simple Assault,GERMANTOWN,20876,Parking Lot - Commercial,39.19364016,-77.25947775,5D,"(39.1936, -77.2595)"
1,Identity Theft,GAITHERSBURG,20878,Other/Unknown,39.11524,-77.2299,6D,"(39.1152, -77.2299)"
1,All Other Offenses,GAITHERSBURG,20877,Other/Unknown,39.14833,-77.1809,6D,"(39.1483, -77.1809)"
1,Simple Assault,TAKOMA PARK,20912,Residence - Single Family,38.97565,-77.0093,TPPD,"(38.9757, -77.0093)"
1,Destruction/Damage/Vandalism of Property,GERMANTOWN,20874,Other/Unknown,39.18086417,-77.26736901,5D,"(39.1809, -77.2674)"
1,Destruction/Damage/Vandalism of Property,TAKOMA PARK,20912,Street - Residential,38.9816,-77.0103,TPPD,"(38.9816, -77.0103)"
1,Drug/Narcotic Violations,SILVER SPRING,20910,Street - Residential,0,0,3D,"(0.0, 0.0)"
1,All Other Offenses,SILVER SPRING,20910,Street - Residential,0,0,3D,"(0.0, 0.0)"
1,All Other Offenses,KENSINGTON,20895,Rental Storage Facility,39.02742,-77.0711,2D,"(39.0274, -77.0711)"
1,Simple Assault,GERMANTOWN,20876,Residence -Townhouse/Duplex,39.18329047,-77.22705761,5D,"(39.1833, -77.2271)"
1,Burglary/Breaking and Entering,GERMANTOWN,20874,Residence - Single Family,39.15878335,-77.28699636,5D,"(39.1588, -77.287)"
1,All Other Offenses,TAKOMA PARK,20912,Shelter-Mission/Homeless,38.99244,-77.0037,TPPD,"(38.9924, -77.0037)"
1,Theft of Motor Vehicle Parts or Accessories,GAITHERSBURG,20878,Residence - Driveway,39.08582395,-77.224823,1D,"(39.0858, -77.2248)"
1,Motor Vehicle Theft,SILVER SPRING,20906,Street - Residential,39.08773,-77.0458,4D,"(39.0877, -77.0458)"
1,Motor Vehicle Theft,SILVER SPRING,20902,Street - Residential,39.04221239,-77.05497756,4D,"(39.0422, -77.055)"
1,Driving Under the Influence,GAITHERSBURG,20879,Street - In vehicle,39.1590513,-77.16036901,6D,"(39.1591, -77.1604)"
1,Identity Theft,SILVER SPRING,20906,Other/Unknown,39.10028178,-77.07169624,4D,"(39.1003, -77.0717)"
1,Identity Theft,DAMASCUS,20872,Other/Unknown,39.27238784,-77.20633334,5D,"(39.2724, -77.2063)"
1,Trespass of Real Property,DAMASCUS,20872,Residence -Townhouse/Duplex,39.27827831,-77.20497896,5D,"(39.2783, -77.205)"
1,All other Larceny,ROCKVILLE,20852,Other/Unknown,39.04476575,-77.12050393,2D,"(39.0448, -77.1205)"
1,Credit Card/Automatic Teller Machine Fraud,ROCKVILLE,20852,Retail - Other,39.04476575,-77.12050393,2D,"(39.0448, -77.1205)"
1,Theft from Building,SILVER SPRING,20904,Residence - Apt Ofc/Storage,39.04845836,-76.98068655,3D,"(39.0485, -76.9807)"
